"Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Bean_Type","Broad_Bean_Origin","is_bitter"
"Domori","Ocumare 77",1672,2015,70,"Italy",3.75,"Criollo (Ocumare 77)","Venezuela","Yes"
"Domori","IL100, H. San Jose",1109,2013,100,"Italy",3,"Criollo","Venezuela","Yes"
"Domori","Morogoro",863,2012,70,"Italy",3.5,NA,"Tanzania","Yes"
"Domori","Guasare",863,2012,70,"Italy",3.75,"Criollo","Venezuela","Yes"
"Domori","Canoabo, Hacienda San Jose",693,2011,70,"Italy",3.5,"Criollo","Venezuela","Yes"
"Domori","Chuao, Hacienda San Jose",470,2010,70,"Italy",3,"Trinitario","Venezuela","Yes"
"Domori","Carupano, H. San Jose",227,2008,70,"Italy",3,"Trinitario","Venezuela","Yes"
"Domori","Teyuna",272,2008,70,"Italy",3,NA,"Colombia","Yes"
"Domori","Porcelana",111,2007,70,"Italy",4,"Criollo (Porcelana)","Venezuela","Yes"
"Domori","Ocumare 61, Puertomar",129,2007,75,"Italy",3.25,"Criollo (Ocumare 61)","Venezuela","Yes"
"Domori","Granella",135,2007,60,"Italy",3.25,"Trinitario","Venezuela","No"
"Domori","Madagascar",135,2007,70,"Italy",3.5,"Trinitario","Madagascar","Yes"
"Domori","Madagared",192,2007,70,"Italy",3.5,"Criollo","Madagascar","Yes"
"Domori","Java, Javablond",192,2007,70,"Italy",3.75,"Criollo","Indonesia","Yes"
"Domori","Ecuador",192,2007,70,"Italy",4,"Forastero (Arriba)","Ecuador","Yes"
"Domori","Ocumare 67, Puertofino",192,2007,70,"Italy",4,"Criollo (Ocumare 67)","Venezuela","Yes"
"Domori","Sur del Lago Classificado",87,2006,70,"Italy",3,"Trinitario","Venezuela","Yes"
"Domori","Apurimac",87,2006,70,"Italy",3.25,"Trinitario","Peru","Yes"
"Domori","Carenero Superior",87,2006,70,"Italy",3.5,"Trinitario","Venezuela","Yes"
"Dormouse","Non Pariel Estate",1880,2016,75,"U.K.",2.75,"Trinitario","Grenada","Yes"
"Dormouse","Rio Caribe, Batch 7",1672,2015,70,"U.K.",2.5,"Trinitario","Venezuela","Yes"
"Dormouse","Colombia, Batch 9",1676,2015,80,"U.K.",2.75,"Criollo, Trinitario","Colombia","Yes"
"Dormouse","Madagascar, Batch 8",1676,2015,77,"U.K.",2.75,"Criollo, Trinitario","Madagascar","Yes"
"Duffy's","Rio Dulce, Xoco",1662,2015,70,"U.K.",4,"Criollo","Guatemala","Yes"
"Duffy's","Chuno, Xoco",1331,2014,70,"U.K.",3.5,"Criollo","Nicaragua","Yes"
"Duffy's","Rico Rugoso, Xoco",1331,2014,76,"U.K.",3.75,"Criollo","Nicaragua","Yes"
"Duffy's","Ocumare",923,2012,72,"U.K.",3.75,NA,"Venezuela","Yes"
"Duffy's","Indio Rojo, Xoco",623,2011,72,"U.K.",3.75,"Criollo","Honduras","Yes"
"Duffy's","Dominican Republic",661,2011,65,"U.K.",3.5,NA,"Dominican Republic","No"
"Duffy's","Bocas del Toro, Tierra Oscura",697,2011,72,"U.K.",3,NA,"Panama","Yes"
"Duffy's","Nicaliso, Xoco",697,2011,71,"U.K.",3.25,"Criollo","Nicaragua","Yes"
"Duffy's","Ocumare",765,2011,71,"U.K.",3.5,NA,"Venezuela","Yes"
"Duffy's","Panama",516,2010,70,"U.K.",3.5,NA,"Panama","Yes"
"Duffy's","Corazon del Ecuador, Calceta beans",516,2010,72,"U.K.",3.75,NA,"Ecuador","Yes"
"Duffy's","Star of Ecuador",523,2010,70,"U.K.",2.5,NA,"Ecuador","Yes"
"Duffy's","Star of Peru",523,2010,70,"U.K.",3.75,NA,"Peru","Yes"
"Dulcinea","Dominican Republic",1506,2015,70,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Durand","Madagascar",841,2012,82,"France",2.75,"Trinitario","Madagascar","Yes"
"Durci","Maranon, Joya Rara",1626,2015,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru","Yes"
"Durci","Rio Caribe, Tepui Treasure",1626,2015,70,"U.S.A.",3.5,"Trinitario","Venezuela","Yes"
"Durci","Taino Secret",1630,2015,70,"U.S.A.",3.25,NA,"Domincan Republic","Yes"
"Durci","Carenero, Empyrean Sabor",1630,2015,70,"U.S.A.",3.25,"Trinitario","Venezuela","Yes"
"Durci","Corona Arriba",1630,2015,70,"U.S.A.",4,NA,"Ecuador","Yes"
"East Van Roasters","Peru",1343,2014,70,"Canada",3.25,NA,"Peru","Yes"
"East Van Roasters","Madagascar",1343,2014,70,"Canada",3.5,"Trinitario","Madagascar","Yes"
"East Van Roasters","Dominican Republic",1343,2014,70,"Canada",3.75,NA,"Dominican Republic","Yes"
"Eau de Rose","Tumaco",1812,2016,70,"Canada",3.25,NA,"Colombia","Yes"
"Eau de Rose","Arauca",1812,2016,70,"Canada",3.25,NA,"Colombia","Yes"
"Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,72,"U.S.A.",2.75,"Forastero (Nacional)","Peru","Yes"
"Edelmond","Porcelana",1876,2016,68,"Germany",3,"Criollo","Venezuela","No"
"El Ceibo","Alto Beni, Covendo Region",709,2011,75,"Bolivia",3.75,NA,"Bolivia","Yes"
"El Ceibo","Alto Beni",252,2008,71,"Bolivia",2.75,NA,"Bolivia","Yes"
"El Rey","San Joaquin",1662,2015,70,"Venezuela",3.75,NA,"Venezuela","Yes"
"El Rey","Rio Caribe, Cariaco",439,2009,60.5,"Venezuela",2.75,"Trinitario","Venezuela","No"
"El Rey","Rio Caribe, Macuro",439,2009,70,"Venezuela",3,"Trinitario","Venezuela","Yes"
"El Rey","Carenero Superior, Apamate",206,2008,74,"Venezuela",2.5,"Criollo","Venezuela","Yes"
"El Rey","Carenero Superior, Bucare",206,2008,58,"Venezuela",2.5,"Criollo","Venezuela","No"
"El Rey","Carenero Superior, Mijao",206,2008,61,"Venezuela",3,"Criollo","Venezuela","No"
"El Rey","Carenero Superior, Gran Saman",32,2006,70,"Venezuela",2.75,"Criollo","Venezuela","Yes"
"Emerald Estate","Emerald Estate",1137,2013,60,"St. Lucia",2.75,NA,"St. Lucia","No"
"Emerald Estate","Emerald Estate",1137,2013,70,"St. Lucia",3.25,NA,"St. Lucia","Yes"
"Emily's","Patanemo",1450,2015,79,"Japan",3,NA,"Venezuela","Yes"
"Emily's","Peru",1454,2015,78,"Japan",3.5,"Criollo","Peru","Yes"
"ENNA","Wampusirpi, batch 007",1916,2016,75,"U.S.A.",3.25,NA,"Honduras","Yes"
"Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,80,"Spain",3.25,"Forastero","Sao Tome & Principe","Yes"
"Erithaj (A. Morin)","Ben Tre",1205,2014,70,"France",3.25,"Trinitario","Vietnam","Yes"
"Erithaj (A. Morin)","Ham Luong",1209,2014,80,"France",3,"Trinitario","Vietnam","Yes"
"Erithaj (A. Morin)","Ba Lai",1209,2014,74,"France",3.25,"Trinitario","Vietnam","Yes"
"Escazu","Rio Caribe",903,2012,70,"U.S.A.",2.75,"Trinitario","Venezuela","Yes"
"Escazu","Guapiles",414,2009,65,"U.S.A.",2,NA,"Costa Rica","No"
"Escazu","Carenero Superior",423,2009,81,"U.S.A.",3.5,"Criollo","Venezuela","Yes"
"Escazu","Carenero, Guapiles, Ocumare blend",431,2009,74,"U.S.A.",2.75,NA,"Cost Rica, Ven","Yes"
"Escazu","Ocumare",252,2008,72,"U.S.A.",3,"Criollo","Venezuela","Yes"
"Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,55,"U.S.A.",2.5,NA,"Peru, Madagascar","No"
"Ethel's Artisan (Mars)","Trinidad",666,2011,55,"U.S.A.",2.5,"Trinitario","Trinidad","No"
"Ethel's Artisan (Mars)","Porcelana",666,2011,70,"U.S.A.",2.5,"Criollo (Porcelana)","Venezuela","Yes"
"Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,62,"U.S.A.",2.5,NA,"Venezuela, Trinidad","No"
"Ethereal","Belize",1275,2014,80,"U.S.A.",3,"Trinitario","Belize","Yes"
"Ethereal","Ecuador",1275,2014,80,"U.S.A.",3.5,NA,"Ecuador","Yes"
"Ethereal","Dominican Republic",1275,2014,80,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,75,"U.S.A.",2.75,NA,"Brazil","Yes"
"Feitoria Cacao","Blue Mountain",1732,2016,76,"Portugal",3,NA,"Jamaica","Yes"
"Feitoria Cacao","Cuyagua",1736,2016,76,"Portugal",2.5,NA,"Venezuela","Yes"
"Feitoria Cacao","Maya Mountain",1736,2016,76,"Portugal",2.75,"Trinitario","Belize","Yes"
"Felchlin","Grenada",494,2010,58,"Switzerland",3.5,"Trinitario","Grenada","No"
"Felchlin","Elvesia P.",105,2006,74,"Switzerland",3,"Trinitario, Criollo","Dominican Republic","Yes"
"Felchlin","Madagascar, Grand Cru",48,2006,64,"Switzerland",3,"Criollo","Madagascar","No"
"Felchlin","Maracaibo Clasificado",48,2006,65,"Switzerland",3,"Criollo","Venezuela","No"
"Felchlin","Arriba",48,2006,72,"Switzerland",3.5,"Forastero (Arriba)","Ecuador","Yes"
"Felchlin","Alto Beni, Cru Savage",56,2006,68,"Switzerland",4,"Criollo (Wild)","Bolivia","No"
"Finca","Puerto Rico",1283,2014,65,"U.S.A.",2.25,NA,"Puerto Rico","No"
"Finca","Dominican Republic",1283,2014,80,"U.S.A.",3,NA,"Dominican Republic","Yes"
"Finca","Dominican Republic",1283,2014,70,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Finca","Dominican Republic",1287,2014,85,"U.S.A.",2.5,NA,"Dominican Republic","Yes"
"Forever Cacao","Rio Eni",1267,2014,72,"U.K.",2.75,"Criollo","Peru","Yes"
"Forteza (Cortes)","Dominican Republic",1776,2016,70,"Puerto Rico",2.75,NA,"Domincan Republic","Yes"
"Forteza (Cortes)","Puerto Rico",1776,2016,80,"Puerto Rico",2.75,NA,"Domincan Republic","Yes"
"Fossa","Akesson's E., Sambirano V.",1772,2016,70,"Singapore",2.75,NA,"Madagascar","Yes"
"Fossa","Camino Verde P., Balao, Guayas",1776,2016,75,"Singapore",3.5,NA,"Ecuador","Yes"
"Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,67,"Singapore",3.75,"Trinitario","Tanzania","No"
"Franceschi","Choroni",1355,2014,70,"Venezuela",3.5,NA,"Venezuela","Yes"
"Franceschi","Ocumare",1355,2014,70,"Venezuela",3.75,NA,"Venezuela","Yes"
"Franceschi","Canoabo",911,2012,70,"Venezuela",3.75,NA,"Venezuela","Yes"
"Franceschi","Sur del Lago",915,2012,60,"Venezuela",3.5,NA,"Venezuela","No"
"Frederic Blondeel","Costa Rica",1538,2015,70,"Belgium",3.5,NA,"Costa Rica","Yes"
"Frederic Blondeel","Peru Brutus",1538,2015,75,"Belgium",3.5,NA,"Peru","Yes"
"Frederic Blondeel","Vietnam",1542,2015,80,"Belgium",3,"Trinitario","Vietnam","Yes"
"Frederic Blondeel","Ghana",1351,2014,60,"Belgium",3.5,"Forastero","Ghana","No"
"Frederic Blondeel","Madagascar",1351,2014,65,"Belgium",3.5,"Trinitario","Madagascar","No"
"French Broad","Norandino, batch 161208",1940,2017,70,"U.S.A.",3.5,NA,"Peru","Yes"
"French Broad","Guatemala",1634,2015,73,"U.S.A.",3.5,NA,"Guatemala","Yes"
"French Broad","San Andres",1209,2014,80,"U.S.A.",3,NA,"Costa Rica","Yes"
"French Broad","Matagalpa",1295,2014,68,"U.S.A.",3.25,NA,"Nicaragua","No"
"French Broad","Palo Blanco, Chulucanas",1042,2013,66,"U.S.A.",3.5,NA,"Peru","No"
"French Broad","Tumbes Coop",883,2012,70,"U.S.A.",2.5,"Criollo","Peru","Yes"
"French Broad","Palo Blanco, Chulucanas",883,2012,61,"U.S.A.",3.5,NA,"Peru","No"
"French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,81,"U.S.A.",2,NA,"Peru","Yes"
"French Broad","Maranon Canyon, Fortunato No. 4",781,2011,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru","Yes"
"French Broad","La Red",785,2011,65,"U.S.A.",3.5,NA,"Dominican Republic","No"
"Fresco","Maranon, #228, MR, SC",1383,2014,70,"U.S.A.",3,"Forastero (Nacional)","Peru","Yes"
"Fresco","Maranon, #227, LR, MC",1383,2014,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru","Yes"
"Fresco","Maranon, #229, MR, LC",1383,2014,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru","Yes"
"Fresco","Maranon, #230, DR, LC",1387,2014,70,"U.S.A.",3.5,"Forastero (Nacional)","Peru","Yes"
"Fresco","Conacado, #223, MR, SC",1030,2013,72,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Fresco","Conacado, #224, MR, MC",1081,2013,72,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70,"U.S.A.",3.75,NA,"Peru","Yes"
"Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70,"U.S.A.",4,"Trinitario","Peru","Yes"
"Fresco","Markham Valley, #219, LR, MC",899,2012,69,"U.S.A.",3.5,NA,"Papua New Guinea","No"
"Fresco","Markham Valley, #221, DR, MC",899,2012,69,"U.S.A.",3.5,NA,"Papua New Guinea","No"
"Fresco","Sambirano Valley, #216, MR, LC",915,2012,74,"U.S.A.",4,"Trinitario","Madagascar","Yes"
"Fresco","Markham Valley, #220, MR, MC",927,2012,69,"U.S.A.",4,"Trinitario","Papua New Guinea","No"
"Fresco","Markham Valley, #222, LR, 0C",931,2012,69,"U.S.A.",3,"Trinitario","Papua New Guinea","No"
"Fresco","Ghana, #211, MR, MC",636,2011,74,"U.S.A.",2.75,"Forastero","Ghana","Yes"
"Fresco","Jamaica, #209, DR, SC",642,2011,70,"U.S.A.",3.25,"Trinitario","Jamaica","Yes"
"Fresco","Conacado, #212, LR, SC",642,2011,72,"U.S.A.",3.5,NA,"Dominican Republic","Yes"
"Fresco","Jamaica, #210, DR, MC",642,2011,70,"U.S.A.",3.5,"Trinitario","Jamaica","Yes"
"Fresco","Sambirano Valley, #214, LR, MC",682,2011,74,"U.S.A.",2.75,"Trinitario","Madagascar","Yes"
"Fresco","Conacado, #213, DR, -C",682,2011,72,"U.S.A.",3.25,NA,"Dominican Republic","Yes"
"Fresco","Sambirano Valley, #215, MR, MC",688,2011,74,"U.S.A.",3,"Trinitario","Madagascar","Yes"
"Fresco","Chuao, #218, MR, MC",745,2011,76,"U.S.A.",3.25,"Trinitario","Venezuela","Yes"
"Fresco","Chuao, #217, DR, MC",745,2011,70,"U.S.A.",4,"Trinitario","Venezuela","Yes"
"Fresco","Jamaica, #204, DR, SC",370,2009,80,"U.S.A.",2.75,"Trinitario","Jamaica","Yes"
"Fresco","Jamaica, #206, DR, LC",370,2009,70,"U.S.A.",3,"Trinitario","Jamaica","Yes"
"Fresco","Jamaica, #205, DR, MC",370,2009,70,"U.S.A.",3.25,"Trinitario","Jamaica","Yes"
"Fresco","Carenero Superior, #203, MR, SC",370,2009,65,"U.S.A.",3.5,"Criollo","Venezuela","No"
"Friis Holm","Rugoso, Bad Fermentation",1912,2016,70,"Denmark",3.5,NA,"Nicaragua","Yes"
"Friis Holm (Bonnat)","La Dalia",1680,2015,60,"Denmark",3,NA,"Nicaragua","No"
"Friis Holm (Bonnat)","La Dalia",1680,2015,85,"Denmark",3.25,NA,"Nicaragua","Yes"
"Friis Holm (Bonnat)","La Dalia",1259,2014,70,"Denmark",3.5,NA,"Nicaragua","Yes"
"Friis Holm (Bonnat)","Barba, Xoco",1034,2013,70,"Denmark",3.25,NA,"Nicaragua","Yes"
"Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,70,"Denmark",3.5,NA,"Nicaragua","Yes"
"Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,70,"Denmark",3.25,"Criollo, Trinitario","Nicaragua","Yes"
"Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,70,"Denmark",3.25,"Criollo, Trinitario","Honduras","Yes"
"Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,70,"Denmark",3.25,"Criollo, Trinitario","Nicaragua","Yes"
"Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,70,"Denmark",3.75,NA,"Nicaragua","Yes"
"Friis Holm (Bonnat)","Johe, Xoco",623,2011,70,"Denmark",3.25,"Criollo, Trinitario","Nicaragua","Yes"
"Friis Holm (Bonnat)","Chuno, Xoco",623,2011,70,"Denmark",3.5,"Criollo, Trinitario","Nicaragua","Yes"
"Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,70,"Denmark",3.5,"Criollo, Trinitario","Nicaragua","Yes"
"Fruition","Wild Bolivian, Batch 2",1780,2016,74,"U.S.A.",3.75,"Beniano","Bolivia","Yes"
"Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,74,"U.S.A.",4,"Amazon mix","Costa Rica","Yes"
"Fruition","Gran Couva",1347,2014,70,"U.S.A.",3.75,"Trinitario","Trinidad","Yes"
"Fruition","Maranon",1359,2014,76,"U.S.A.",3,"Forastero (Nacional)","Peru","Yes"
"Fruition","La Red",1046,2013,70,"U.S.A.",3.75,NA,"Dominican Republic","Yes"
"Fruition","Camino Verde",1185,2013,75,"U.S.A.",3,NA,"Ecuador","Yes"
"Fruition","Peru",863,2012,70,"U.S.A.",2.5,NA,"Peru","Yes"
"Fruition","Signature Blend",753,2011,66,"U.S.A.",3.25,"Trinitario","Costa Rica","No"
"Fruition","Costa Rica",781,2011,70,"U.S.A.",3,NA,"Costa Rica","Yes"
"Garden Island","Kaua'I, Alea Estate +world",1367,2014,85,"U.S.A.",2.5,"Blend","Hawaii","Yes"
"Georgia Ramon","Akesson P.",1642,2015,65,"Germany",3.25,"Trinitario","Madagascar","No"
"Georgia Ramon","ABOCFA Coop",1642,2015,70,"Germany",4,"Forastero","Ghana","Yes"
"Georgia Ramon","Conacado Coop",1646,2015,70,"Germany",3.5,"Trinitario","Domincan Republic","Yes"
"Georgia Ramon","Conacado Coop",1646,2015,80,"Germany",3.5,"Trinitario","Domincan Republic","Yes"
"Georgia Ramon","Akesson P.",1646,2015,75,"Germany",3.5,"Trinitario","Madagascar","Yes"
"Glennmade","Toledo District, 2015 Harvest",1848,2016,70,"U.S.A.",3.5,NA,"Belize","Yes"
"Glennmade","Bahia",1672,2015,66,"U.S.A.",3,"Trinitario, Forastero","Brazil","No"
"Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,77,"U.S.A.",2.75,NA,"Mexico","Yes"
"Goodnow Farms","El Carmen, batch 1003",1924,2016,77,"U.S.A.",3.25,NA,"Nicaragua","Yes"
"Goodnow Farms","Asochivite, batch 1005",1924,2016,77,"U.S.A.",3.25,NA,"Guatemala","Yes"
"Grand Place","Ben Tre, Dong Nai",741,2011,72,"Vietnam",3,"Trinitario","Vietnam","Yes"
"Green Bean to Bar","Madagascar",1896,2016,70,"Japan",3.5,NA,"Madagascar","Yes"
"Grenada Chocolate Co.","Grenada",494,2010,82,"Grenada",3.25,"Trinitario","Grenada","Yes"
"Grenada Chocolate Co.","Grenada",363,2009,60,"Grenada",2.75,"Trinitario","Grenada","No"
"Grenada Chocolate Co.","Grenada",241,2008,71,"Grenada",2.5,"Trinitario","Grenada","Yes"
"Guido Castagna","Arriba",355,2009,64,"Italy",3,"Forastero (Arriba) ASS","Ecuador","No"
"Guido Castagna","Ghana",355,2009,64,"Italy",3,"Forastero","Ghana","No"
"Guido Castagna","Trinidad & Tobago",355,2009,64,"Italy",3,NA,"Trinidad, Tobago","No"
"Guido Castagna","Lacri Blend",355,2009,76,"Italy",3,NA,"Venezuela","Yes"
"Guido Castagna","Blend",355,2009,64,"Italy",3.25,NA,"Ven, Trinidad, Ecuador","No"
"Guittard","Haiti",1053,2013,65,"U.S.A.",2.75,NA,"Haiti","No"
"Guittard","Nicaragua",1053,2013,65,"U.S.A.",2.75,NA,"Nicaragua","No"
"Guittard","Jamaica",1053,2013,65,"U.S.A.",3.25,"Trinitario","Jamaica","No"
"Guittard","Ecuador",1053,2013,65,"U.S.A.",3.5,NA,"Ecuador","No"
"Guittard","Trinidad",552,2010,65,"U.S.A.",3,"Trinitario","Trinidad","No"
"Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55,"U.S.A.",3,NA,"Hawaii","No"
"Guittard","Machu Pichu",259,2008,65,"U.S.A.",3,NA,"Peru","No"
"Guittard","Ocumare",276,2008,65,"U.S.A.",3.5,NA,"Venezuela","No"
"Guittard","Chucuri",15,2006,65,"U.S.A.",3,"Trinitario","Colombia","No"
"Guittard","Sur del Lago",87,2006,65,"U.S.A.",2.5,"Trinitario, Criollo","Venezuela","No"
"Guittard","Sambirano, Ambanja",87,2006,65,"U.S.A.",3.5,"Criollo, +","Madagascar","No"
"Guittard","Los Rios, Quevedo",93,2006,65,"U.S.A.",3.5,"Forastero (Arriba)","Ecuador","No"
"Habitual","Papua New Guinea",1197,2014,80,"Canada",2.75,NA,"Papua New Guinea","Yes"
"Habitual","Dominican Republic",1197,2014,75,"Canada",3.25,NA,"Dominican Republic","Yes"
"Habitual","Sharkey",1201,2014,66,"Canada",3.25,NA,"Hawaii","No"
"Hachez","Arriba",166,2007,77,"Germany",2.5,"Forastero (Arriba)","Ecuador","Yes"
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,55,"Ecuador",2.75,"Trinitario","Ecuador","No"
"Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,70,"Ecuador",3,"Trinitario","Ecuador","Yes"
"Haigh","South America and Africa",701,2011,70,"Australia",3,NA,"South America, Africa","Yes"
"Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,85,"U.S.A.",3.25,NA,"Brazil","Yes"
"Harper Macaw","Brazil Blend",1696,2015,67,"U.S.A.",3,NA,"Brazil","No"
"Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,77,"U.S.A.",3.5,NA,"Brazil","Yes"
"Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,74,"U.S.A.",3.5,NA,"Brazil","Yes"
"Heilemann","Peru",1876,2016,64,"Germany",2.75,NA,"Peru","No"
"Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70,"U.S.A.",3.25,"Amazon","Belize","Yes"
"Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,74,"U.S.A.",3.5,"Amazon mix","Costa Rica","Yes"
"Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,67,"U.S.A.",3.5,"Amazon, ICS","Bolivia","No"
"Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67,"U.S.A.",3,"Beniano","Bolivia","No"
"Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67,"U.S.A.",3.75,"EET","Ecuador","No"
"Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67,"U.S.A.",3.75,NA,"Hawaii","No"
"Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72,"U.S.A.",3.5,NA,"Hawaii","Yes"
"Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70,"U.S.A.",3.5,"EET","Ecuador","Yes"
"Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77,"U.S.A.",3.5,"EET","Ecuador","Yes"
"Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,68,"U.S.A.",3.75,"Amazon, ICS","Bolivia","No"
"Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72,"U.S.A.",4,"Beniano","Bolivia","Yes"
"hello cocoa","Uganda",1458,2015,57,"U.S.A.",2.75,"Forastero","Uganda","No"
"hello cocoa","Venezuela",1462,2015,74,"U.S.A.",3.5,"Criollo","Venezuela","Yes"
"hexx","Tanzania",1546,2015,70,"U.S.A.",2.75,NA,"Tanzania","Yes"
"hexx","Madagascar",1546,2015,74,"U.S.A.",3,"Trinitario","Madagascar","Yes"
"hexx","Venezuela",1546,2015,70,"U.S.A.",3,NA,"Venezuela","Yes"
"hexx","Ecuador",1550,2015,73,"U.S.A.",3.25,NA,"Ecuador","Yes"
"hexx","Peru",1550,2015,70,"U.S.A.",3.25,NA,"Peru","Yes"
"Hogarth","Akesson's Estate",1712,2016,70,"New Zealand",2.75,"Trinitario","Madagascar","Yes"
"Hogarth","Carenero Superior",1712,2016,72,"New Zealand",2.75,"Trinitario","Venezuela","Yes"
"Hogarth","Conacado",1712,2016,75,"New Zealand",3.25,"Trinitario","Domincan Republic","Yes"
"Hogarth","Gran Blanco",1712,2016,66,"New Zealand",3.5,"Criollo","Peru","No"
"Hoja Verde (Tulicorp)","Arriba",414,2009,80,"Ecuador",2,"Forastero (Arriba) ASS","Ecuador","Yes"
"Hoja Verde (Tulicorp)","Manabi",414,2009,80,"Ecuador",2.5,"Forastero (Arriba) ASS","Ecuador","Yes"
"Hoja Verde (Tulicorp)","Arriba",414,2009,72,"Ecuador",3,"Forastero (Arriba) ASS","Ecuador","Yes"
"Hoja Verde (Tulicorp)","Arriba",414,2009,58,"Ecuador",3.25,"Forastero (Arriba) ASS","Ecuador","No"
"Hoja Verde (Tulicorp)","Manabi",414,2009,58,"Ecuador",3.5,"Forastero (Arriba) ASS","Ecuador","No"
"Holy Cacao","Maranon",1872,2016,70,"Israel",2.75,NA,"Peru","Yes"
"Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,70,"Israel",3.5,NA,"Ecuador","Yes"
"Holy Cacao","Sambirano",1466,2015,70,"Israel",3.5,"Trinitario","Madagascar","Yes"
"Holy Cacao","Gran Couva",1466,2015,70,"Israel",3.5,"Trinitario","Trinidad","Yes"
"Holy Cacao","Mara",1466,2015,70,"Israel",3.5,NA,"Venezuela","Yes"
"Holy Cacao","Ivory Coast",431,2009,70,"Israel",2.5,NA,"Ivory Coast","Yes"
"Holy Cacao","Hispaniola",431,2009,70,"Israel",2.75,NA,"Dominican Republic","Yes"
"Holy Cacao","San Martin",431,2009,70,"Israel",3.5,NA,"Peru","Yes"
"Holy Cacao","Hispaniola w/ nibs",431,2009,75,"Israel",3.75,NA,"Dominican Republic","Yes"
"Honest","Ecuador, w/ nibs",1327,2014,72,"South Africa",2.5,NA,"Ecuador","Yes"
"Hotel Chocolat","Pepiniere, single Cote",1654,2015,70,"U.K.",2.75,NA,"St. Lucia","Yes"
"Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,70,"U.K.",4,"Trinitario","St. Lucia","Yes"
"Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,100,"U.K.",1.75,"Trinitario","St. Lucia","Yes"
"Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,75,"U.K.",3,"Trinitario","Trinidad","Yes"
"Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,80,"U.K.",3.5,"Trinitario","Vietnam","Yes"
"Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,90,"U.K.",3,"Forastero (Nacional)","Ecuador","Yes"
"Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,72,"U.K.",3,"Trinitario","Madagascar","Yes"
